transaction_id,line_id,store_id,register_id,item_id,payment_type,transaction_ts,business_date,quantity,unit_price_cents,discount_cents,tax_rate_bps,extended_cents,net_cents,tax_cents,line_total_cents
00edb88f-887e-44f8-8699-e22c3b1b4236,70f72f16-778a-4f7e-b081-41816785da9e,65b28373-5126-4a48-b592-7a0bb2ad4f83,64ec806b-b3fc-408d-bdfa-3c553d03e32c,18204c61-1974-4fab-9493-35fc46e7fc55,credit,2026-04-21 14:40:35.658227,2026-04-21,7,1433,0,649,7165,7165,465,7630
00edb88f-887e-44f8-8699-e22c3b1b4236,843a05e8-bd62-4ecc-b00f-c58cb5b28b7d,65b28373-5126-4a48-b592-7a0bb2ad4f83,64ec806b-b3fc-408d-bdfa-3c553d03e32c,ee653d6b-16b0-4a6a-a2b8-6269dbc8172f,credit,2026-04-21 04:18:47.658227,2026-04-21,3,321,177,787,963,786,62,848
00edb88f-887e-44f8-8699-e22c3b1b4236,a12b6d10-a16d-4e67-be8d-f321a969071c,65b28373-5126-4a48-b592-7a0bb2ad4f83,64ec806b-b3fc-408d-bdfa-3c553d03e32c,0747055b-6a2b-414c-a1cb-49e061bea45a,credit,2026-04-22 08:02:22.658227,2026-04-22,3,1143,385,0,3429,3044,0,3044
00edb88f-887e-44f8-8699-e22c3b1b4236,e548e42a-a6cd-41b7-931c-d7d4cac73bbe,65b28373-5126-4a48-b592-7a0bb2ad4f83,64ec806b-b3fc-408d-bdfa-3c553d03e32c,ee653d6b-16b0-4a6a-a2b8-6269dbc8172f,credit,2026-04-22 02:13:21.658227,2026-04-22,1,321,0,944,321,321,30,351
00edb88f-887e-44f8-8699-e22c3b1b4236,f1587ec3-40be-406d-baba-34d03085734d,,64ec806b-b3fc-408d-bdfa-3c553d03e32c,380866b0-717c-4dd1-8dba-ffd1f515f96c,CreDit,2026-04-22 18:28:49.658227,2026-04-22,8,55677,0,0,10288,10288,0,350325
01260731-7ccf-4048-8035-878ee67b574f,0b40194c-759a-48c4-8ce5-40b6cbc77ca5,65b28373-5126-4a48-b592-7a0bb2ad4f83,27566e1e-4cde-4e60-85d2-1d64c9ba9ad1,489d1516-92d5-47cd-84a7-c018a2bfcbab,credit,2026-04-21 00:20:56.658227,2026-04-21,2,1344,0,0,2694,2694,0,2694
01260731-7ccf-4048-8035-878ee67b574f,1509fd67-5b3b-42f4-9067-3b6b65ce2867,65b28373-5126-4a48-b592-7a0bb2ad4f83,27566e1e-4cde-4e60-85d2-1d64c9ba9ad1,f4510334-8636-43a4-8665-50526639bd28,credit,2026-04-22 11:02:18.658227,2026-04-22,2,421,69,0,842,773,-3,773
01260731-7ccf-4048-8035-878ee67b574f,4cfd4bd9-648c-4f06-b01e-dfdd06e54627,65b28373-5126-4a48-b592-7a0bb2ad4f83,27566e1e-4cde-4e60-85d2-1d64c9ba9ad1,0747055b-6a2b-414c-a1cb-49e061bea45a,credit,2026-04-21 06:23:25.658227,2026-04-21,2,1143,0,0,2286,2286,0,2286
01260731-7ccf-4048-8035-878ee67b574f,b1d54230-fedd-48b4-85ae-765eb48f53d0,65b28373-5126-4a48-b592-7a0bb2ad4f83,27566e1e-4cde-4e60-85d2-1d64c9ba9ad1,e9d443fb-c724-4309-bf07-6a33e373a044,credit,2026-04-22 14:28:15.658227,2026-04-22,6,716,392,0,2148,1756,0,146416
01260731-7ccf-4048-8035-878ee67b574f,c2cf847b-dc7d-4bba-b3ce-3e9b00a9ca3c,65b28373-5126-4a48-b592-7a0bb2ad4f83,27566e1e-4cde-4e60-85d2-1d64c9ba9ad1,51e26a45-4f98-49e8-bb25-ba991c857ce5,credit,2026-04-21 22:00:18.658227,2026-04-21,2,1179,0,613,2358,2358,145,5006
01260731-7ccf-4048-8035-878ee67b574f,f5a6fd44-1167-4cf2-9b51-6b61ccff0c71,65b28373-5126-4a48-b592-7a0bb2ad4f83,27566e1e-4cde-4e60-85d2-1d64c9ba9ad1,169583dc-cc76-41b6-b197-59c1f93c92b7,creDiT,2026-04-21 23:27:38.658227,2026-04-21,1,696,0,0,696,696,0,696
019c01d4-28b5-4fd2-8535-513a9f9a44d9,06e2e210-8dbd-4941-9261-88854f917254,105a663c-0b7e-4d01-9941-8d26dc441c90,67989937-15f9-4f2d-8193-6dd7b07d1b31,f4f02b9c-ef5c-4bb4-a44f-91e94574df5e,credit,2026-04-22 14:05:00.658227,2026-04-22,2,921,338,0,1842,94315,0,1499
019c01d4-28b5-4fd2-8535-513a9f9a44d9,21c85f12-acb7-4b70-b10b-3f0bce1ae59e,105a663c-0b7e-4d01-9941-8d26dc441c90,67989937-15f9-4f2d-8193-6dd7b07d1b31,f4510334-8636-43a4-8665-50526639bd28,CREDit,2026-04-22 05:20:08.658227,2026-04-22,3,421,0,0,1263,1263,0,1263
019c01d4-28b5-4fd2-8535-513a9f9a44d9,43221a2d-c23f-48f8-9e6f-33a513234a60,105a663c-0b7e-4d01-9941-8d26dc441c90,67989937-15f9-4f2d-8193-6dd7b07d1b31,e0ea2007-4af8-4a0e-b77d-e2478d1d4670,credit,2026-04-21 23:52:19.658227,2026-04-21,1,921,832,511,4605,3773,193,3966
019c01d4-28b5-4fd2-8535-513a9f9a44d9,565599cf-caad-4f32-950a-1f486c622ecd,105a663c-0b7e-4d01-9941-8d26dc441c90,67989937-15f9-4f2d-8193-6dd7b07d1b31,b8783f34-e8a7-498e-8854-77ff1801eab4,credit,2026-04-21 16:13:33.658227,2026-04-21,6,879,0,0,501739,5274,0,5274
019c01d4-28b5-4fd2-8535-513a9f9a44d9,7650ec24-ad97-418f-8e1a-4d2ae2887857,105a663c-0b7e-4d01-9941-8d26dc441c90,67989937-15f9-4f2d-8193-6dd7b07d1b31,,credit,2026-04-21 23:47:04.658227,2026-04-21,2,716,0,0,1432,1432,0,1432
,b647b56a-3e26-4645-9e4d-786ebac37ab7,105a663c-0b7e-4d01-9941-8d26dc441c90,67989937-15f9-4f2d-8193-6dd7b07d1b31,7a50ecd7-ea3a-4006-a1b4-4c9a8bf5d5c2,,2026-04-21 02:30:53.658227,2026-04-21,15,14815,0,814,18975,18975,1545,41040
019c01d4-28b5-4fd2-8535-513a9f9a44d9,b7f07ebe-ca59-4453-af66-291376db4a3e,105a663c-0b7e-4d01-9941-8d26dc441c90,,c3a15437-a808-4d0a-83ee-17f67f6c10a5,credit,2026-04-22 07:17:01.658227,2026-04-22,3,914,0,626,2742,2742,172,2914
019c01d4-28b5-4fd2-8535-513a9f9a44d9,bd373815-6ff7-4507-bcb2-db219bdb9f50,105a663c-0b7e-4d01-9941-8d26dc441c90,67989937-15f9-4f2d-8193-6dd7b07d1b31,e0ea2007-4af8-4a0e-b77d-e2478d1d4670,credit,2026-04-21 01:50:47.658227,2026-04-21,3,77998,0,727,5526,2763,201,2969
019c01d4-28b5-4fd2-8535-513a9f9a44d9,,,,f4510334-8636-43a4-8665-50526639bd28,credit,2026-04-20 21:23:02.658227,2026-04-20,1,421,0,0,421,421,0,421
019c01d4-28b5-4fd2-8535-513a9f9a44d9,,105a663c-0b7e-4d01-9941-8d26dc441c90,67989937-15f9-4f2d-8193-6dd7b07d1b31,9eb6d333-11cd-4871-a596-2301b5f9b112,credit,2026-04-22 08:17:26.658227,2026-04-21,1,1195,0,0,1195,1195,0,1195
01d1e83c-76d9-43ea-89c2-392022e12ebd,05a41cca-72db-4056-952c-11f6e61e6fca,65b28373-5126-4a48-b592-7a0bb2ad4f83,64ec806b-b3fc-408d-bdfa-3c553d03e32c,0747055b-6a2b-414c-a1cb-49e061bea45a,debit,2026-04-21 05:48:55.658227,2026-04-21,8,1143,0,0,9144,9144,-3,9144
01fd4a2d-2d4d-45f5-9985-ced5b40c6932,31625424-82ad-46a3-b013-841773805a0f,65b28373-5126-4a48-b592-7a0bb2ad4f83,64ec806b-b3fc-408d-bdfa-3c553d03e32c,e9d443fb-c724-4309-bf07-6a33e373a044,cREDIT,2026-04-22 13:20:12.658227,2026-04-22,2,48748,762,0,1432,1051,0,1051
01fd4a2d-2d4d-45f5-9985-ced5b40c6932,4975fc0c-7f1b-44b8-8e5c-a719827d7dd9,65b28373-5126-4a48-b592-7a0bb2ad4f83,64ec806b-b3fc-408d-bdfa-3c553d03e32c,3e7f98b7-613c-48bb-9161-27abf0e0b613,credit,2026-04-21 17:36:51.658227,2026-04-21,1,40100,186,0,1405,1219,0,1219
01fd4a2d-2d4d-45f5-9985-ced5b40c6932,bca1f672-f368-4d99-8115-5f48fbaf7fc2,65b28373-5126-4a48-b592-7a0bb2ad4f83,64ec806b-b3fc-408d-bdfa-3c553d03e32c,f4510334-8636-43a4-8665-50526639bd28,credit,2026-04-21 17:08:59.658227,2026-04-21,6,421,0,0,2526,2531,0,2526
01fd4a2d-2d4d-45f5-9985-ced5b40c6932,be9fd4e4-bcb8-45d5-9c36-bd14d2df0510,65b28373-5126-4a48-b592-7a0bb2ad4f83,,e9d443fb-c724-4309-bf07-6a33e373a044,credit,2026-04-21 01:11:26.658227,2026-04-21,2,716,0,0,1432,1432,0,1432
01fd4a2d-2d4d-45f5-9985-ced5b40c6932,c3eb9ce6-44f0-4ad1-9bc4-d9bbbfdcb488,,64ec806b-b3fc-408d-bdfa-3c553d03e32c,f4f02b9c-ef5c-4bb4-a44f-91e94574df5e,credit,2026-04-21 14:41:50.658227,2026-04-21,1,921,0,-4,921,921,0,921
,83adeb63-142f-4080-bce4-171b5c34cd70,65b28373-5126-4a48-b592-7a0bb2ad4f83,44d13623-2cf0-4230-8757-741408847be4,b63568bf-39df-4553-88bb-2e414a437d31,mobile_wallet,2026-04-22 16:19:24.658227,2026-04-22,5,973,926,728,4865,7878,287,8452
,,65b28373-5126-4a48-b592-7a0bb2ad4f83,,e0ea2007-4af8-4a0e-b77d-e2478d1d4670,gift_card,2026-04-22 09:24:17.658227,2026-04-22,4,921,0,804,3684,3684,296,199116
02735d5f-d678-49b8-a0e1-8a426febb651,,65b28373-5126-4a48-b592-7a0bb2ad4f83,64ec806b-b3fc-408d-bdfa-3c553d03e32c,9eb6d333-11cd-4871-a596-2301b5f9b112,gift_card,2026-04-21 08:33:36.658227,2026-04-21,2,1195,0,0,2389,2390,0,4780
02735d5f-d678-49b8-a0e1-8a426febb651,9eb9333c-2bf5-424e-8cb4-3e4722302085,65b28373-5126-4a48-b592-7a0bb2ad4f83,64ec806b-b3fc-408d-bdfa-3c553d03e32c,f4f02b9c-ef5c-4bb4-a44f-91e94574df5e,,2026-04-20 23:27:04.658227,2026-04-20,2,921,-4,0,1842,1842,0,1841
02c038c4-ecf5-4ad3-b37a-6a9f7b0f852c,49aa9cc0-b2d0-4fbd-8f8b-d282b0bc1d16,65b28373-5126-4a48-b592-7a0bb2ad4f83,44d13623-2cf0-4230-8757-741408847be4,f4510334-8636-43a4-8665-50526639bd28,mobile_wallet,2026-04-22 18:20:39.658227,2026-04-22,3,421,0,0,1260,1263,0,1263
02c038c4-ecf5-4ad3-b37a-6a9f7b0f852c,,,44d13623-2cf0-4230-8757-741408847be4,,mobile_wallet,2026-04-22 08:38:19.658227,2026-04-22,4,1464,0,574,2928,2928,336,6192
02c038c4-ecf5-4ad3-b37a-6a9f7b0f852c,97d35f4d-da01-4227-ba5c-c86b9b9b212f,65b28373-5126-4a48-b592-7a0bb2ad4f83,44d13623-2cf0-4230-8757-741408847be4,3e7f98b7-613c-48bb-9161-27abf0e0b613,mobile_wallet,2026-04-21 23:44:55.658227,2026-04-21,2,1405,618,0,2810,2192,0,2192
02c038c4-ecf5-4ad3-b37a-6a9f7b0f852c,a2d475a4-3db1-4c62-b34f-81a2d3078f93,65b28373-5126-4a48-b592-7a0bb2ad4f83,44d13623-2cf0-4230-8757-741408847be4,380866b0-717c-4dd1-8dba-ffd1f515f96c,mobile_wallet,2026-04-21 12:04:34.658227,2026-04-21,2,1286,0,0,5144,2572,0,2572
,df2620e8-db30-46d8-8752-cee3d5eea372,65b28373-5126-4a48-b592-7a0bb2ad4f83,,6e21fdc4-90c1-47e6-b0da-7090aaf25943,mobile_wallet,2026-04-21 17:17:18.658227,2026-04-21,1,1136,333,0,1136,803,0,803
,,65b28373-5126-4a48-b592-7a0bb2ad4f83,44d13623-2cf0-4230-8757-741408847be4,b63568bf-39df-4553-88bb-2e414a437d31,mobile_wallet,2026-04-22 02:31:49.658227,2026-04-22,2,973,256,520,1946,1690,88,1778
02c038c4-ecf5-4ad3-b37a-6a9f7b0f852c,f89a9c65-c038-45c8-8328-58b834f863f1,65b28373-5126-4a48-b592-7a0bb2ad4f83,44d13623-2cf0-4230-8757-741408847be4,e0ea2007-4af8-4a0e-b77d-e2478d1d4670,mobile_wallet,2026-04-21 05:34:47.658227,2026-04-21,6,921,0,685,265153,2763,189,2952
02f3638e-bc86-4df6-8a25-c60c7a088ad0,0a6ab1f9-de1a-4526-8b96-d8aee5e51ea3,105a663c-0b7e-4d01-9941-8d26dc441c90,,e0ea2007-4af8-4a0e-b77d-e2478d1d4670,credit,2026-04-21 01:22:15.658227,2026-04-21,5,921,0,11556,4605,4605,319,4924
02f3638e-bc86-4df6-8a25-c60c7a088ad0,1fecc7b2-7df7-4eb3-983a-311a07710b5a,105a663c-0b7e-4d01-9941-8d26dc441c90,67989937-15f9-4f2d-8193-6dd7b07d1b31,51e26a45-4f98-49e8-bb25-ba991c857ce5,credit,2026-04-21 16:19:14.658227,2026-04-21,9,1179,0,532,10611,10611,1130,11176
02f3638e-bc86-4df6-8a25-c60c7a088ad0,35ea4169-6eed-4fe8-91af-c2389e7513ba,,67989937-15f9-4f2d-8193-6dd7b07d1b31,,credit,2026-04-21 02:02:49.658227,2026-04-20,4,921,0,0,3684,7368,0,3684
02f3638e-bc86-4df6-8a25-c60c7a088ad0,37005997-41ae-4a92-9b8d-7ebcdd66d5a4,105a663c-0b7e-4d01-9941-8d26dc441c90,67989937-15f9-4f2d-8193-6dd7b07d1b31,6e21fdc4-90c1-47e6-b0da-7090aaf25943,credit,2026-04-21 09:15:35.658227,2026-04-21,2,1136,0,0,2272,2272,0,2272
,47b9d339-a453-4dfe-b7d3-35972d9f9014,105a663c-0b7e-4d01-9941-8d26dc441c90,67989937-15f9-4f2d-8193-6dd7b07d1b31,489d1516-92d5-47cd-84a7-c018a2bfcbab,credit,2026-04-21 13:43:13.658227,2026-04-21,5,2694,0,3,6733,6735,0,6735
02f3638e-bc86-4df6-8a25-c60c7a088ad0,a456a35c-538a-4c8b-ba11-a29be9769984,105a663c-0b7e-4d01-9941-8d26dc441c90,67989937-15f9-4f2d-8193-6dd7b07d1b31,7a50ecd7-ea3a-4006-a1b4-4c9a8bf5d5c2,credit,2026-04-21 23:18:43.658227,2026-04-21,0,1266,0,930,2530,2530,235,2765
02f3638e-bc86-4df6-8a25-c60c7a088ad0,cdce1250-e8ec-4efb-8d25-c7db151dc9ef,105a663c-0b7e-4d01-9941-8d26dc441c90,67989937-15f9-4f2d-8193-6dd7b07d1b31,e0ea2007-4af8-4a0e-b77d-e2478d1d4670,credit,2026-04-21 06:15:40.658227,2026-04-23,8,921,0,646,7368,7368,952,7848
02f3638e-bc86-4df6-8a25-c60c7a088ad0,d730da4f-d4e6-4fb3-b2d7-ce45c53e13a8,105a663c-0b7e-4d01-9941-8d26dc441c90,67989937-15f9-4f2d-8193-6dd7b07d1b31,f4f02b9c-ef5c-4bb4-a44f-91e94574df5e,credit,2026-04-22 19:16:18.658227,2026-04-22,11,921,0,0,10131,10131,0,10131
02f3638e-bc86-4df6-8a25-c60c7a088ad0,eceb8248-a72a-4738-b8b9-c586b5865041,105a663c-0b7e-4d01-9941-8d26dc441c90,67989937-15f9-4f2d-8193-6dd7b07d1b31,0747055b-6a2b-414c-a1cb-49e061bea45a,credit,2026-04-21 11:41:28.658227,2026-04-21,1,1143,0,0,1143,1143,0,1143
02f3638e-bc86-4df6-8a25-c60c7a088ad0,ef495671-4dad-4a17-b0b3-43a7ee2fb92d,105a663c-0b7e-4d01-9941-8d26dc441c90,67989937-15f9-4f2d-8193-6dd7b07d1b31,ee653d6b-16b0-4a6a-a2b8-6269dbc8172f,credit,2026-04-22 15:32:40.658227,2026-04-22,3,321,0,31982,642,642,56,698
03186e1e-0f7b-4812-970d-7dcea51446b7,324630a1-1dfe-45f8-b815-5f27ec2c79e5,105a663c-0b7e-4d01-9941-8d26dc441c90,3d9d4c40-0ab1-4a7c-8496-4dadf32d0c97,7a50ecd7-ea3a-4006-a1b4-4c9a8bf5d5c2,,2026-04-22 05:32:58.658227,2026-04-22,2,1265,0,999,2530,5060,253,2783
03186e1e-0f7b-4812-970d-7dcea51446b7,4bc8ac35-5c46-45f4-82b5-5bdce7a8ce4b,105a663c-0b7e-4d01-9941-8d26dc441c90,3d9d4c40-0ab1-4a7c-8496-4dadf32d0c97,489d1516-92d5-47cd-84a7-c018a2bfcbab,mobile_wallet,2026-04-21 09:23:55.658227,2026-04-21,7,1347,0,0,9429,9425,0,9429
,6756f897-9107-4b20-bd2a-d0bc1c458f10,105a663c-0b7e-4d01-9941-8d26dc441c90,3d9d4c40-0ab1-4a7c-8496-4dadf32d0c97,489d1516-92d5-47cd-84a7-c018a2bfcbab,mobile_wallet,2026-04-20 21:14:19.658227,2026-04-20,7,1347,0,0,5388,5388,0,5388
,8106692c-c8bd-4b0c-b9cb-dc18a0d97dbb,105a663c-0b7e-4d01-9941-8d26dc441c90,3d9d4c40-0ab1-4a7c-8496-4dadf32d0c97,5c59779a-e815-42d6-ae26-f8a2ab455124,mobile_wallet,2026-04-21 11:32:47.658227,2026-04-21,2,732,0,723,1464,1464,106,1570
03186e1e-0f7b-4812-970d-7dcea51446b7,8dbb4646-cc63-4a21-ba41-7c4d48776c11,105a663c-0b7e-4d01-9941-8d26dc441c90,3d9d4c40-0ab1-4a7c-8496-4dadf32d0c97,,mobile_wallet,2026-04-21 12:14:48.658227,2026-04-21,2,50175,0,666,2530,2530,168,2698
03186e1e-0f7b-4812-970d-7dcea51446b7,9092af65-0a0a-419e-9cf4-342af1cc3f11,105a663c-0b7e-4d01-9941-8d26dc441c90,3d9d4c40-0ab1-4a7c-8496-4dadf32d0c97,e9d443fb-c724-4309-bf07-6a33e373a044,mobile_wallet,2026-04-21 13:37:30.658227,2026-04-21,3,716,0,0,2148,2148,-3,2148
03186e1e-0f7b-4812-970d-7dcea51446b7,a86357cf-edd5-47cb-8dc8-488549d101be,105a663c-0b7e-4d01-9941-8d26dc441c90,3d9d4c40-0ab1-4a7c-8496-4dadf32d0c97,,mobile_wallet,2026-04-21 01:38:55.658227,2026-04-21,7,1144,1620,0,8001,6381,0,6381
03186e1e-0f7b-4812-970d-7dcea51446b7,aaab2930-d62e-4c38-a95a-036978e3fd12,,3d9d4c40-0ab1-4a7c-8496-4dadf32d0c97,7c640598-18bf-49d4-977f-5be4d4ffcea4,iaolwlte_emlb,2026-04-21 09:04:28.658227,2026-04-21,1,986,0,0,986,985,0,1972
03186e1e-0f7b-4812-970d-7dcea51446b7,c32fb81d-61b2-4529-bc27-0cea861a56de,105a663c-0b7e-4d01-9941-8d26dc441c90,3d9d4c40-0ab1-4a7c-8496-4dadf32d0c97,3e7f98b7-613c-48bb-9161-27abf0e0b613,mobile_wallet,2026-04-22 11:18:11.658227,2026-04-22,2,1405,0,0,5620,2810,0,2810
03186e1e-0f7b-4812-970d-7dcea51446b7,d69f7ffb-8f7b-41d5-88f3-e2fd662e1037,105a663c-0b7e-4d01-9941-8d26dc441c90,3d9d4c40-0ab1-4a7c-8496-4dadf32d0c97,,mobile_wallet,2026-04-22 16:14:40.658227,2026-04-22,2,921,494,2,1842,1352,0,1352
